2014-10-1,55.38837742700707
2014-10-2,52.7450121071015
2014-10-3,48.954626280174125
2014-10-6,51.87530373674235
2014-10-7,51.34032836739789
2014-10-8,49.99839538629749
2014-10-9,50.01671398617327
2014-10-10,61.18884407894802
2014-10-14,44.463262924400624
2014-10-15,79.44873755029403
2014-10-16,48.9887303414871
2014-10-17,45.47039483074332
2014-10-20,42.882053384237224
2014-10-21,45.27161891409196
2014-10-22,47.54354595943005
2014-10-23,47.56186455927673
2014-10-24,58.86082647336298
2014-10-27,40.01773010517354
2014-10-28,41.94040091848001
2014-10-29,41.47343812818872
2014-10-30,40.94765609566821
2014-10-31,40.96597469554399
2014-11-4,49.081297204771545
2014-11-5,50.1289978272398
2014-11-6,47.42681326510501
2014-11-7,60.83416512972326
2014-11-10,44.36231569151278
2014-11-11,48.257351297244895
2014-11-12,47.93560700188391
2014-11-13,43.542301300301915
2014-11-14,45.53298469263245
2014-11-17,44.97582728083944
2014-11-18,43.22581882541999
2014-11-19,72.20779982124805
2014-11-20,45.98295918718213
2014-11-21,57.00987078505568
2014-11-25,42.74193581310101
2014-11-26,43.712430519692134
2014-11-27,39.57278846070403
2014-11-28,38.91098127007717
